RECORD_ID,YEAR,MONTH,DAY,STORE_ID,SKU_ID,TOTAL_PRICE,BASE_PRICE,UNITS_SOLD
101306,2024,3,20,9961,219009,203.775,203.775,26
137318,2024,8,21,9984,219029,312.7875,312.7875,20
120132,2024,6,12,9371,219029,327.0375,327.0375,24
17587,2023,3,28,9745,219009,206.625,206.625,63
154837,2024,11,6,9611,219029,327.0375,327.0375,68
26414,2023,5,9,8392,219029,312.7875,312.7875,12
108592,2024,4,24,9279,219009,194.5125,194.5125,68
74305,2023,11,28,9371,219029,327.0375,327.0375,21
122762,2024,6,26,8222,219009,225.8625,225.8625,125
172907,2025,1,22,9632,219029,295.6875,295.6875,11
176960,2025,2,12,8438,219009,195.225,195.225,126
173815,2025,1,29,8991,219009,180.975,180.975,132
150063,2024,10,16,9745,219009,218.025,218.025,76
130393,2024,7,24,9745,219009,225.8625,225.8625,69
140662,2024,9,11,8094,219029,312.7875,312.7875,29
56200,2023,9,12,9190,219029,312.7875,312.7875,40
87899,2024,1,23,9770,219009,195.225,195.225,85
29348,2023,5,16,9909,219009,224.4375,224.4375,118
4282,2023,1,31,9490,219029,312.7875,312.7875,7
30807,2023,5,23,9809,219009,187.3875,227.2875,52
153857,2024,11,6,8058,219009,176.7,203.0625,84
39344,2023,7,4,8023,219009,220.1625,220.1625,191
54353,2023,9,5,8869,219029,311.3625,311.3625,29
41593,2023,7,11,9273,219009,188.8125,188.8125,52
92394,2024,2,13,9439,219029,295.6875,295.6875,21
175910,2025,2,5,9436,219029,312.7875,312.7875,19
100879,2024,3,20,9632,219029,295.6875,278.5875,15
59500,2023,9,26,9250,219009,226.575,226.575,80
57006,2023,9,12,9876,219029,295.6875,295.6875,27
19012,2023,4,4,9532,219009,219.45,219.45,42
75015,2023,11,28,9881,219009,188.8125,188.8125,82
152673,2024,10,30,9147,219029,327.0375,327.0375,19
131036,2024,7,31,8392,219029,312.7875,312.7875,14
160554,2024,12,4,8392,219029,312.7875,312.7875,9
168855,2025,1,8,8562,219009,217.3125,217.3125,137
146575,2024,10,2,9532,219009,141.075,189.525,387
105975,2024,4,10,9809,219029,327.0375,327.0375,68
26886,2023,5,9,9279,219009,141.7875,227.2875,207
177848,2025,2,12,9731,219029,327.0375,327.0375,26
77445,2023,12,12,9221,219009,198.7875,227.2875,52
14719,2023,3,21,8095,219029,327.0375,327.0375,63
89200,2024,1,30,9456,219029,295.6875,295.6875,7
81639,2023,12,26,9954,219029,295.6875,295.6875,26
96738,2024,3,6,8398,219029,313.5,313.5,42
126298,2024,7,10,8869,219009,216.6,216.6,74
142868,2024,9,18,9178,219009,175.275,175.275,25
147785,2024,10,9,9178,219009,193.0875,193.0875,49
6369,2023,2,7,9876,219009,227.2875,227.2875,46
16341,2023,3,28,8091,219009,202.35,202.35,12
43055,2023,7,18,9112,219009,222.3,222.3,71
148643,2024,10,9,9879,219029,312.7875,312.7875,32
120148,2024,6,12,9442,219029,327.0375,327.0375,28
158799,2024,11,27,8222,219009,194.5125,222.3,213
121748,2024,6,19,9328,219009,198.7875,198.7875,61
7370,2023,2,14,9442,219009,118.275,227.2875,377
23965,2023,4,25,9672,219009,217.3125,217.3125,32
113954,2024,5,15,9680,219009,197.3625,197.3625,51
37070,2023,6,20,9611,219009,205.2,205.2,96
69131,2023,11,7,9112,219009,210.1875,210.1875,100
169327,2025,1,8,9439,219029,295.6875,295.6875,28
91586,2024,2,13,8094,219009,195.9375,195.9375,99
88459,2024,1,30,8218,219009,198.7875,198.7875,61
160343,2024,12,4,8094,219009,192.375,192.375,110
44283,2023,7,25,8058,219029,327.0375,327.0375,38
26954,2023,5,9,9371,219009,142.5,227.2875,212
118968,2024,6,5,9770,219009,194.5125,194.5125,65
57126,2023,9,12,9954,219029,295.6875,295.6875,10
9424,2023,2,21,9731,219029,172.425,327.0375,115
19481,2023,4,4,9881,219029,309.225,309.225,25
97144,2024,3,6,9250,219009,208.05,208.05,89
146194,2024,10,2,9221,219009,141.075,195.225,127
305,2023,1,17,8400,219009,216.6,216.6,29
139950,2024,9,4,9481,219009,136.0875,203.775,236
20338,2023,4,11,9279,219009,227.2875,227.2875,61
15889,2023,3,21,9700,219009,204.4875,204.4875,11
48989,2023,8,8,9954,219009,227.2875,227.2875,42
91131,2024,2,6,9731,219009,210.1875,210.1875,34
81709,2024,1,2,8091,219009,210.1875,210.1875,16
161677,2024,12,4,9809,219029,327.0375,327.0375,44
41183,2023,7,11,8400,219009,227.2875,227.2875,49
80449,2023,12,26,8562,219029,314.2125,314.2125,38
146783,2024,10,2,9745,219009,142.5,222.3,244
102702,2024,3,27,9809,219029,327.0375,327.0375,40
154942,2024,11,6,9713,219029,327.0375,327.0375,50
165654,2024,12,25,8991,219009,134.6625,185.9625,109
92116,2024,2,13,9147,219009,205.2,205.2,51
88863,2024,1,30,9164,219009,210.1875,210.1875,83
127704,2024,7,17,8218,219009,185.25,185.25,33
138717,2024,8,28,9809,219029,324.9,324.9,30
89839,2024,1,30,9954,219009,198.7875,198.7875,77
36967,2023,6,20,9490,219009,219.45,219.45,40
143048,2024,9,18,9371,219009,222.3,222.3,22
5849,2023,2,7,9456,219009,227.2875,227.2875,50
79582,2023,12,19,9632,219029,295.6875,295.6875,11
108500,2024,4,24,9190,219009,195.225,195.225,173
46321,2023,8,1,9112,219029,327.0375,327.0375,46
37609,2023,6,27,8091,219009,227.2875,227.2875,22
32974,2023,6,6,8398,219009,194.5125,194.5125,60
52558,2023,8,29,8319,219029,298.5375,298.5375,14
5960,2023,2,7,9532,219029,312.7875,312.7875,32
26614,2023,5,9,8911,219009,142.5,227.2875,111
116299,2024,5,29,8319,219029,312.7875,312.7875,4
35928,2023,6,13,9961,219029,327.0375,327.0375,39
6235,2023,2,7,9813,219029,312.7875,312.7875,62
62768,2023,10,10,9273,219029,234.4125,234.4125,40
11870,2023,3,7,8991,219009,116.85,227.2875,178
84260,2024,1,9,9436,219009,191.6625,191.6625,58
95378,2024,2,27,9132,219009,183.825,183.825,58
93816,2024,2,20,9190,219009,191.6625,191.6625,189
123450,2024,6,26,9430,219029,327.0375,327.0375,56
30110,2023,5,23,9250,219029,304.2375,304.2375,44
81620,2023,12,26,9909,219029,327.0375,327.0375,40
20503,2023,4,11,9432,219029,295.6875,295.6875,23
81556,2023,12,26,9880,219009,198.075,222.3,73
49654,2023,8,15,9164,219029,327.0375,327.0375,46
73029,2023,11,21,9632,219009,174.5625,227.2875,72
60341,2023,9,26,9890,219029,327.0375,327.0375,29
106666,2024,4,17,8991,219029,295.6875,295.6875,23
10456,2023,2,28,9190,219009,117.5625,223.0125,357
131649,2024,7,31,9425,219029,295.6875,295.6875,7
160229,2024,11,27,9954,219029,295.6875,295.6875,17
44231,2023,7,25,8063,219009,221.5875,221.5875,61
30136,2023,5,23,9273,219029,234.4125,234.4125,29
59138,2023,9,26,8422,219009,223.0125,223.0125,79
162468,2024,12,11,9112,219029,327.0375,327.0375,80
48398,2023,8,8,9481,219029,327.0375,327.0375,44
172926,2025,1,22,9680,219029,295.6875,295.6875,10
53925,2023,8,29,9984,219009,204.4875,204.4875,90
140077,2024,9,4,9611,219029,327.0375,327.0375,66
88313,2024,1,30,8094,219009,198.7875,198.7875,101
146826,2024,10,2,9789,219029,312.7875,312.7875,20
113314,2024,5,15,9112,219029,319.2,319.2,66
43925,2023,7,18,9845,219029,327.0375,327.0375,70
38737,2023,6,27,9613,219029,327.0375,327.0375,57
103251,2024,4,3,8400,219029,327.0375,327.0375,51
152411,2024,10,30,8422,219009,178.125,178.125,108
68532,2023,10,31,9954,219009,227.2875,227.2875,45
12556,2023,3,7,9613,219009,114,223.725,133
103362,2024,4,3,8869,219009,208.7625,208.7625,35
138995,2024,9,4,8095,219009,138.225,198.7875,232
20407,2023,4,11,9371,219029,327.0375,327.0375,34
46276,2023,8,1,9043,219029,327.0375,327.0375,28
44074,2023,7,18,9909,219029,319.9125,327.0375,56
53228,2023,8,29,9436,219029,312.7875,312.7875,17
98657,2024,3,13,9132,219009,198.7875,198.7875,76
83921,2024,1,9,9147,219009,210.1875,210.1875,54
165678,2024,12,25,8911,219009,135.375,193.8,86
47216,2023,8,1,9872,219009,227.2875,227.2875,66
33062,2023,6,6,8555,219029,295.6875,295.6875,23
122832,2024,6,26,8317,219009,191.6625,191.6625,114
44207,2023,7,25,8094,219009,227.2875,227.2875,64
48550,2023,8,8,9613,219029,327.0375,327.0375,59
115335,2024,5,22,9436,219009,193.8,193.8,60
141049,2024,9,11,8991,219009,171,194.5125,78
110656,2024,5,1,9632,219029,295.6875,295.6875,20
145296,2024,9,25,9845,219009,220.875,220.875,100
48736,2023,8,8,9813,219029,312.7875,312.7875,38
157742,2024,11,20,9279,219029,295.6875,295.6875,13
7451,2023,2,14,9432,219029,177.4125,295.6875,87
145749,2024,10,2,8317,219029,295.6875,295.6875,51
36404,2023,6,20,8991,219009,223.725,223.725,103
17421,2023,3,28,9672,219029,327.0375,327.0375,53
42781,2023,7,18,8392,219029,335.5875,335.5875,7
116108,2024,5,29,8094,219029,312.7875,312.7875,36
97058,2024,3,6,9164,219009,200.925,200.925,69
122184,2024,6,19,9713,219009,225.8625,225.8625,55
173222,2025,1,22,9879,219009,195.225,195.225,52
80113,2023,12,26,8094,219009,190.2375,190.2375,73
40374,2023,7,4,9613,219009,227.2875,227.2875,117
79343,2023,12,19,9436,219029,312.7875,312.7875,14
6146,2023,2,7,9731,219009,227.2875,227.2875,47
106642,2024,4,17,8869,219009,212.325,212.325,57
19263,2023,4,4,9789,219009,227.2875,227.2875,47
97826,2024,3,6,9837,219009,205.2,205.2,28
35671,2023,6,13,9823,219029,327.0375,327.0375,96
165496,2024,12,25,8398,219029,327.0375,327.0375,31
155882,2024,11,13,9092,219029,295.6875,295.6875,17
172941,2025,1,22,9700,219009,192.375,222.3,23
22516,2023,4,18,9770,219009,217.3125,217.3125,70
12323,2023,3,7,9432,219009,117.5625,227.2875,74
56806,2023,9,12,9745,219029,327.0375,327.0375,8
142397,2024,9,18,8222,219009,213.0375,213.0375,109
27430,2023,5,9,9770,219009,143.2125,219.45,286
137034,2024,8,21,9823,219029,314.2125,314.2125,72
81538,2023,12,26,9879,219029,312.7875,312.7875,29
27111,2023,5,9,9479,219029,312.7875,312.7875,35
51662,2023,8,22,9481,219009,218.7375,218.7375,53
81241,2023,12,26,9680,219029,295.6875,295.6875,15
133079,2024,8,7,9221,219009,198.7875,198.7875,42
123416,2024,6,26,9371,219029,327.0375,327.0375,34
139249,2024,9,4,8398,219009,136.8,210.1875,178
15036,2023,3,21,8438,219009,219.45,219.45,87
95550,2024,2,27,9279,219009,198.7875,198.7875,77
50209,2023,8,15,9632,219009,184.5375,227.2875,75
102958,2024,4,3,8091,219029,327.0375,327.0375,39
42201,2023,7,11,9813,219029,198.075,312.7875,136
106063,2024,4,10,9879,219009,198.7875,198.7875,21
73920,2023,11,28,8869,219029,313.5,313.5,36
120438,2024,6,12,9611,219009,225.8625,225.8625,95
60279,2023,9,26,9879,219029,312.7875,312.7875,23
41007,2023,7,11,8058,219009,222.3,222.3,71
99123,2024,3,13,9498,219029,306.375,306.375,36
141613,2024,9,11,9490,219029,312.7875,312.7875,16
153524,2024,10,30,9872,219029,295.6875,295.6875,28
111823,2024,5,8,9250,219029,327.0375,327.0375,50
142685,2024,9,18,8991,219009,162.45,194.5125,61
72728,2023,11,21,9439,219009,170.2875,227.2875,112
42176,2023,7,11,9789,219009,227.2875,227.2875,48
174576,2025,1,29,9713,219009,222.3,222.3,92
126861,2024,7,10,9481,219029,183.1125,319.9125,315
175704,2025,2,5,9273,219029,234.4125,234.4125,42
32915,2023,6,6,8317,219029,295.6875,295.6875,67
52066,2023,8,22,9809,219009,165.3,220.875,40
44734,2023,7,25,9147,219009,215.175,215.175,28
162936,2024,12,11,9490,219009,163.1625,195.225,233
7133,2023,2,14,9147,219009,118.9875,227.2875,631
75853,2023,12,5,9273,219029,218.025,218.025,20
65564,2023,10,24,8319,219029,312.7875,312.7875,13
174560,2025,1,29,9700,219009,222.3,222.3,33
50646,2023,8,15,9961,219009,200.2125,227.2875,72
112783,2024,5,15,8091,219009,228.7125,228.7125,27
111437,2024,5,8,8400,219009,231.5625,231.5625,35
51123,2023,8,22,8991,219009,201.6375,227.2875,98
142526,2024,9,18,8398,219009,222.3,222.3,54
44457,2023,7,25,8400,219009,215.8875,215.8875,14
142084,2024,9,11,9879,219009,195.225,195.225,32
137292,2024,8,21,9961,219029,289.9875,289.9875,49
87602,2024,1,23,9481,219029,327.0375,327.0375,28
73403,2023,11,21,9890,219009,169.575,209.475,376
34576,2023,6,13,8319,219009,217.3125,217.3125,32
139166,2024,9,4,8218,219009,154.6125,194.5125,32
90565,2024,2,6,9221,219029,312.7875,312.7875,29
175791,2025,2,5,9371,219009,222.3,222.3,59
168618,2025,1,8,8222,219009,215.8875,215.8875,172
19073,2023,4,4,9611,219009,219.45,219.45,88
83729,2024,1,9,8562,219029,327.0375,327.0375,45
39906,2023,7,4,9221,219009,227.2875,227.2875,46
38065,2023,6,27,8911,219029,295.6875,295.6875,25
79962,2023,12,19,9890,219029,327.0375,327.0375,25
68364,2023,10,31,9845,219009,205.2,205.2,155
160146,2024,11,27,9880,219009,189.525,189.525,101
15273,2023,3,21,9147,219009,216.6,216.6,63
133625,2024,8,7,9713,219029,317.775,317.775,54
47297,2023,8,1,9881,219029,327.0375,327.0375,27
170178,2025,1,15,8063,219009,180.975,180.975,114
130712,2024,7,24,9954,219009,190.95,190.95,77
164288,2024,12,18,9273,219029,234.4125,234.4125,19
27561,2023,5,9,9845,219009,142.5,220.1625,596
102330,2024,3,27,9490,219029,312.7875,312.7875,26
33674,2023,6,6,9481,219029,327.0375,327.0375,48
102701,2024,3,27,9809,219009,210.1875,210.1875,22
176860,2025,2,12,8319,219029,312.7875,312.7875,21
158868,2024,11,27,8317,219009,192.375,192.375,114
70792,2023,11,14,9132,219029,295.6875,295.6875,24
43729,2023,7,18,9713,219009,217.3125,217.3125,33
165655,2024,12,25,8991,219029,295.6875,295.6875,27
38064,2023,6,27,8911,219009,220.875,220.875,47
151664,2024,10,23,9713,219009,216.6,216.6,62
156377,2024,11,13,9490,219029,257.2125,312.7875,20
174269,2025,1,29,9432,219029,295.6875,295.6875,15
1840,2023,1,24,8218,219029,257.925,295.6875,6
53598,2023,8,29,9789,219009,213.75,213.75,71
86699,2024,1,23,8063,219029,295.6875,295.6875,19
108923,2024,4,24,9578,219009,203.775,203.775,48
1862,2023,1,24,8317,219029,295.6875,295.6875,62
155138,2024,11,6,9845,219009,178.125,217.3125,168
165223,2024,12,25,8091,219029,327.0375,327.0375,37
117843,2024,6,5,8222,219009,214.4625,214.4625,57
80069,2023,12,26,8091,219009,210.1875,210.1875,15
62871,2023,10,10,9442,219009,198.7875,234.4125,36
52000,2023,8,22,9813,219009,202.35,227.2875,68
165903,2024,12,25,9250,219009,133.2375,209.475,387
26754,2023,5,9,9164,219029,327.0375,327.0375,26
149246,2024,10,16,8991,219009,191.6625,191.6625,90
91110,2024,2,6,9713,219009,210.1875,210.1875,73
151748,2024,10,23,9789,219009,191.6625,191.6625,70
57409,2023,9,19,8317,219009,224.4375,224.4375,133
14248,2023,3,14,9700,219009,209.475,209.475,27
114658,2024,5,22,8319,219009,198.7875,198.7875,43
42887,2023,7,18,8555,219029,295.6875,295.6875,19
17291,2023,3,28,9479,219009,223.0125,223.0125,76
120764,2024,6,12,9872,219029,295.6875,295.6875,37
164895,2024,12,18,9813,219009,163.1625,190.95,193
102084,2024,3,27,9281,219009,188.1,188.1,54
54649,2023,9,5,9273,219029,234.4125,234.4125,43
62380,2023,10,10,8422,219029,295.6875,295.6875,38
45329,2023,7,25,9680,219009,227.2875,227.2875,8
123215,2024,6,26,9164,219029,323.475,323.475,24
12299,2023,3,7,9425,219029,295.6875,295.6875,15
173764,2025,1,29,8562,219009,220.875,220.875,123
139804,2024,9,4,9430,219009,138.225,204.4875,149
93889,2024,2,20,9273,219029,191.6625,220.1625,108
25901,2023,5,2,9809,219029,327.0375,327.0375,38
31278,2023,5,30,8317,219009,225.15,225.15,149
44986,2023,7,25,9430,219009,221.5875,221.5875,59
6704,2023,2,14,8222,219009,115.425,227.2875,1128
160636,2024,12,4,8438,219029,312.7875,312.7875,21
96584,2024,3,6,8058,219009,198.7875,198.7875,57
45723,2023,7,25,9954,219029,295.6875,295.6875,34
1237,2023,1,17,9731,219009,196.65,227.2875,58
169180,2025,1,8,9273,219009,175.9875,175.9875,70
15080,2023,3,21,8562,219029,327.0375,327.0375,62
147447,2024,10,9,8398,219009,222.3,222.3,32
170406,2025,1,15,8400,219029,327.0375,327.0375,45
8319,2023,2,21,8058,219009,114.7125,227.2875,393
171681,2025,1,15,9954,219009,171,171,80
55882,2023,9,12,8422,219029,295.6875,295.6875,16
136826,2024,8,21,9613,219009,186.675,186.675,77
141212,2024,9,11,9164,219009,222.3,222.3,59
64619,2023,10,17,9456,219009,227.2875,227.2875,52
20441,2023,4,11,9430,219029,312.7875,312.7875,33
148301,2024,10,9,9613,219029,327.0375,327.0375,45
35927,2023,6,13,9961,219009,221.5875,221.5875,123
102144,2024,3,27,9442,219009,198.7875,198.7875,27
154687,2024,11,6,9479,219009,178.8375,178.8375,53
161092,2024,12,4,9371,219009,203.0625,203.0625,34
41906,2023,7,11,9498,219029,196.65,312.7875,205
47679,2023,8,8,8392,219009,227.2875,227.2875,26
21585,2023,4,18,8438,219009,224.4375,224.4375,98
47857,2023,8,8,8991,219009,227.2875,227.2875,46
63670,2023,10,10,9984,219009,211.6125,211.6125,88
138396,2024,8,28,9578,219009,154.6125,210.1875,64
100827,2024,3,20,9611,219029,327.0375,327.0375,13
35698,2023,6,13,9837,219029,327.0375,327.0375,59
149069,2024,10,16,8392,219029,312.7875,312.7875,7
41056,2023,7,11,8121,219009,223.0125,223.0125,77
87040,2024,1,23,8869,219029,327.0375,327.0375,12
89330,2024,1,30,9578,219029,327.0375,327.0375,13
131078,2024,7,31,8400,219029,327.0375,327.0375,42
96873,2024,3,6,8869,219029,327.0375,327.0375,39
62028,2023,10,3,9961,219029,327.0375,327.0375,30
15653,2023,3,21,9479,219029,312.7875,312.7875,43
131953,2024,7,31,9680,219009,194.5125,194.5125,44
42479,2023,7,11,9961,219009,223.725,223.725,100
71572,2023,11,14,9823,219009,207.3375,207.3375,193
81340,2023,12,26,9770,219029,295.6875,295.6875,15
84096,2024,1,9,9281,219029,312.7875,312.7875,24
38438,2023,6,27,9430,219029,327.0375,327.0375,42
50075,2023,8,15,9498,219009,158.8875,227.2875,78
53125,2023,8,29,9442,219009,209.475,209.475,42
31279,2023,5,30,8317,219029,286.425,286.425,44
126143,2024,7,10,8392,219009,198.7875,198.7875,49
71237,2023,11,14,9490,219029,312.7875,312.7875,13
122980,2024,6,26,8555,219009,198.7875,198.7875,21
48800,2023,8,8,9809,219009,227.2875,227.2875,21
112694,2024,5,8,9909,219029,327.0375,327.0375,41
87287,2024,1,23,9221,219009,198.7875,198.7875,60
136252,2024,8,21,9132,219029,295.6875,295.6875,17
159631,2024,11,27,9481,219009,207.3375,207.3375,120
60191,2023,9,26,9809,219029,327.0375,327.0375,40
15448,2023,3,21,9281,219029,312.7875,312.7875,26
79281,2023,12,19,9439,219029,295.6875,295.6875,19
73236,2023,11,21,9837,219009,174.5625,200.925,197
56847,2023,9,12,9789,219009,223.0125,223.0125,83
71725,2023,11,14,9880,219029,312.7875,312.7875,28
33527,2023,6,6,9430,219009,220.875,220.875,64
3695,2023,1,31,8869,219029,327.0375,327.0375,22
2536,2023,1,24,9432,219009,227.2875,227.2875,75
80643,2023,12,26,9147,219029,327.0375,327.0375,33
10481,2023,2,28,9221,219009,118.9875,227.2875,488
148378,2024,10,9,9713,219009,217.3125,217.3125,67
45536,2023,7,25,9809,219029,327.0375,327.0375,33
49855,2023,8,15,9371,219029,327.0375,327.0375,31
170880,2025,1,15,9328,219009,191.6625,191.6625,80
24591,2023,5,2,8063,219029,295.6875,295.6875,24
176878,2025,2,12,8392,219029,312.7875,312.7875,11
140637,2024,9,11,8095,219029,327.0375,327.0375,53
163581,2024,12,18,8091,219029,327.0375,327.0375,35
62302,2023,10,10,8319,219029,312.7875,312.7875,34
160512,2024,12,4,8317,219009,183.1125,183.1125,81
98340,2024,3,13,8319,219029,312.7875,312.7875,18
137653,2024,8,28,8422,219029,295.6875,295.6875,33
61624,2023,10,3,9700,219009,123.2625,218.025,63
106643,2024,4,17,8869,219029,327.0375,327.0375,38
163274,2024,12,11,9823,219009,162.45,217.3125,704
122687,2024,6,26,8063,219009,190.95,190.95,70
108275,2024,4,24,8869,219029,327.0375,327.0375,55
76417,2023,12,5,9770,219009,198.7875,227.2875,72
130038,2024,7,24,9432,219029,295.6875,295.6875,25
22837,2023,4,18,9961,219029,327.0375,327.0375,49
103867,2024,4,3,9436,219009,198.7875,198.7875,67
163301,2024,12,11,9837,219009,163.875,222.3,207
41482,2023,7,11,9164,219029,176.7,327.0375,148
178109,2025,2,12,9880,219009,180.975,180.975,135
37029,2023,6,20,9578,219009,227.2875,227.2875,36
66121,2023,10,24,9371,219029,327.0375,327.0375,15
52304,2023,8,22,9984,219009,210.9,210.9,123
25709,2023,5,2,9700,219009,227.2875,227.2875,12
166586,2024,12,25,9837,219029,327.0375,327.0375,27
20206,2023,4,11,9164,219009,223.0125,223.0125,74
130763,2024,7,24,9984,219029,178.125,312.7875,30
125872,2024,7,3,9984,219029,177.4125,312.7875,112
134420,2024,8,14,8555,219009,195.9375,195.9375,19
96138,2024,2,27,9813,219009,198.7875,198.7875,64
90501,2024,2,6,9164,219009,208.05,208.05,71
170790,2025,1,15,9250,219009,220.1625,220.1625,145
62054,2023,10,3,9984,219029,312.7875,312.7875,29
162767,2024,12,11,9430,219009,162.45,222.3,404
150986,2024,10,23,9112,219009,222.3,216.6,137
152459,2024,10,30,8555,219029,295.6875,295.6875,13
87423,2024,1,23,9371,219009,199.5,199.5,31
177393,2025,2,12,9328,219009,195.225,195.225,76
116132,2024,5,29,8063,219029,295.6875,295.6875,30
140312,2024,9,4,9823,219029,327.0375,327.0375,91
37539,2023,6,20,9954,219029,295.6875,295.6875,25
125315,2024,7,3,9578,219009,225.8625,225.8625,45
169764,2025,1,8,9789,219029,312.7875,312.7875,25
69532,2023,11,7,9456,219009,227.2875,227.2875,44
108035,2024,4,24,8121,219029,295.6875,295.6875,20
24089,2023,4,25,9713,219009,213.75,213.75,50
175971,2025,2,5,9481,219029,322.7625,322.7625,61
156585,2024,11,13,9713,219009,222.3,222.3,69
118313,2024,6,5,9178,219009,198.7875,198.7875,35
105081,2024,4,10,9043,219009,194.5125,194.5125,59
8129,2023,2,14,9954,219029,177.4125,295.6875,121
44182,2023,7,25,8095,219009,220.1625,220.1625,50
134590,2024,8,14,9112,219029,171,327.0375,769
7786,2023,2,14,9731,219029,182.4,327.0375,219
129483,2024,7,24,8438,219029,312.7875,312.7875,36
102130,2024,3,27,9371,219009,171.7125,210.1875,16
152028,2024,10,23,9954,219029,295.6875,295.6875,22
99975,2024,3,20,8319,219009,198.7875,198.7875,29
61074,2023,10,3,9190,219009,126.1125,219.45,429
44906,2023,7,25,9281,219029,312.7875,312.7875,19
36742,2023,6,20,9328,219029,312.7875,312.7875,25
38944,2023,6,27,9823,219009,218.7375,218.7375,157
148883,2024,10,16,8063,219029,295.6875,295.6875,38
83069,2024,1,2,9837,219009,201.6375,201.6375,35
52134,2023,8,22,9876,219009,197.3625,227.2875,78
46642,2023,8,1,9439,219009,227.2875,227.2875,4
173431,2025,1,29,8094,219009,195.225,195.225,117
174817,2025,1,29,9876,219029,295.6875,295.6875,24
46426,2023,8,1,9190,219029,312.7875,312.7875,51
37123,2023,6,20,9632,219009,209.475,209.475,74
47956,2023,8,8,9112,219029,327.0375,327.0375,59
171359,2025,1,15,9745,219009,219.45,219.45,112
100289,2024,3,20,9132,219009,198.7875,198.7875,50
171491,2025,1,15,9809,219009,222.3,222.3,87
101416,2024,3,27,8063,219009,198.7875,198.7875,53
151518,2024,10,23,9578,219009,222.3,222.3,92
86216,2024,1,16,9731,219029,327.0375,327.0375,24
146019,2024,10,2,9043,219009,141.075,217.3125,227
63859,2023,10,17,8121,219029,295.6875,295.6875,35
171473,2025,1,15,9837,219009,220.1625,220.1625,85
18432,2023,4,4,8911,219029,295.6875,295.6875,30
148274,2024,10,9,9611,219029,327.0375,327.0375,57
13081,2023,3,14,8095,219009,205.2,205.2,103
9929,2023,2,28,8023,219029,303.525,303.525,101
112413,2024,5,8,9770,219009,198.7875,198.7875,76
7063,2023,2,14,9092,219029,179.55,295.6875,102
122916,2024,6,26,8400,219029,327.0375,327.0375,56
113287,2024,5,15,9092,219009,195.225,195.225,81
142185,2024,9,11,9954,219029,295.6875,295.6875,21
151884,2024,10,23,9872,219009,189.525,189.525,136
59568,2023,9,26,9281,219009,219.45,219.45,47
33760,2023,6,6,9578,219029,319.9125,319.9125,31
81777,2024,1,2,8063,219009,194.5125,194.5125,76
36287,2023,6,20,8422,219029,295.6875,295.6875,35
92336,2024,2,13,9371,219009,171,210.1875,45
133415,2024,8,7,9490,219009,198.7875,198.7875,51
98317,2024,3,13,8317,219029,295.6875,295.6875,57
8179,2023,2,14,9984,219029,180.975,312.7875,109
53580,2023,8,29,9770,219009,211.6125,211.6125,68
33949,2023,6,6,9745,219029,313.5,313.5,36
52845,2023,8,29,9112,219029,327.0375,327.0375,58
136651,2024,8,21,9479,219029,312.7875,312.7875,15
150106,2024,10,16,9789,219029,312.7875,312.7875,23
20766,2023,4,11,9632,219029,295.6875,295.6875,28
18121,2023,4,4,8222,219029,327.0375,327.0375,44
153269,2024,10,30,9680,219029,295.6875,295.6875,17
119610,2024,6,12,8398,219029,327.0375,327.0375,40
60542,2023,10,3,8023,219009,125.4,221.5875,762
79002,2023,12,19,9147,219009,204.4875,204.4875,59
17787,2023,3,28,9876,219029,295.6875,295.6875,19
178238,2025,2,12,9984,219009,195.225,195.225,132
78931,2023,12,19,9092,219009,190.95,227.2875,62
29134,2023,5,16,9823,219009,226.575,226.575,173
79402,2023,12,19,9481,219009,205.2,205.2,42
136988,2024,8,21,9789,219009,188.1,188.1,76
73849,2023,11,28,8438,219029,312.7875,312.7875,34
106379,2024,4,17,8222,219029,327.0375,327.0375,43
85285,2024,1,16,8400,219029,327.0375,327.0375,41
140338,2024,9,4,9837,219009,141.075,222.3,88
138016,2024,8,28,9250,219009,154.6125,211.6125,127
107081,2024,4,17,9439,219009,198.7875,198.7875,51
125355,2024,7,3,9611,219009,221.5875,221.5875,81
60428,2023,9,26,9984,219029,312.7875,312.7875,24
81221,2023,12,26,9632,219009,195.225,227.2875,86
131035,2024,7,31,8392,219009,198.7875,198.7875,40
7062,2023,2,14,9092,219009,116.85,227.2875,341
168729,2025,1,8,8392,219009,162.45,195.225,66
78216,2023,12,12,9872,219029,295.6875,295.6875,27
174598,2025,1,29,9731,219029,327.0375,327.0375,24
29287,2023,5,16,9880,219029,312.7875,312.7875,45
45310,2023,7,25,9632,219009,217.3125,217.3125,31
145208,2024,9,25,9813,219009,180.2625,180.2625,69
17653,2023,3,28,9813,219029,312.7875,312.7875,24
128777,2024,7,17,9770,219009,190.2375,190.2375,64
134156,2024,8,14,8023,219029,173.1375,327.0375,1074
10772,2023,2,28,9479,219029,312.7875,312.7875,23
139995,2024,9,4,9498,219029,270.75,312.7875,66
58083,2023,9,19,9432,219029,295.6875,295.6875,25
62912,2023,10,10,9439,219009,198.075,227.2875,30
21778,2023,4,18,9112,219029,327.0375,327.0375,72
63433,2023,10,10,9809,219009,200.2125,200.2125,59
157905,2024,11,20,9432,219029,295.6875,295.6875,12
134013,2024,8,7,9961,219009,223.725,223.725,85
